OTUID,A,B,stat,p.value,Group,Domain,Phylum,Phylum_mod,Class,Order,Family,Genus,Species,OTUID.1, cummulative_abund,P26.2010.06.10m,P26.2010.06.25m,P26.2010.06.50m,P26.2010.06.100m,P26.2010.08.10m,P26.2010.08.25m,P26.2010.08.50m,P26.2010.08.100m,P26.2011.02.10m,P26.2011.02.25m,P26.2011.02.50m,P26.2011.02.100m,P26.2011.06.10m,P26.2011.06.25m,P26.2011.06.50m,P26.2011.06.100m,P26.2011.08.10m,P26.2011.08.25m,P26.2011.08.50m,P26.2011.08.100m,P26.2012.02.10m,P26.2012.02.25m,P26.2012.02.50m,P26.2012.02.100m,P26.2012.06.10m,P26.2012.06.25m,P26.2012.06.50m,P26.2012.06.100m,P26.2012.08.10m,P26.2012.08.25m,P26.2012.08.50m,P26.2012.08.100m,P26.2013.02.10m,P26.2013.02.25m,P26.2013.02.50m,P26.2013.02.100m,P26.2013.06.10m,P26.2013.06.25m,P26.2013.06.50m,P26.2013.06.100m,P26.2013.08.10m,P26.2013.08.50m,P26.2014.02.10m,P26.2014.02.25m,P26.2014.02.50m,P26.2014.02.100m,P26.2014.06.10m,P26.2014.06.25m,P26.2014.06.50m,P26.2014.08.10m,P26.2014.08.25m,P26.2014.08.50m,P26.2014.08.100m,P26.2015.02.10m,P26.2015.02.25m,P26.2015.02.50m,P26.2015.02.100m,P26.2015.06.10m,P26.2015.06.25m,P26.2015.06.50m,P26.2015.06.100m,P26.2015.08.10m,P26.2015.08.25m,P26.2015.08.50m,P26.2015.08.100m,P26.2016.02.10m,P26.2016.02.25m,P26.2016.02.50m,P26.2016.02.100m
OTU_1025,0.9729,0.7317,0.844,0.001,No,D_0__Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,NS10 marine group,uncultured bacterium,OTU_1025,0.011408187,0.000249234,0.000242673,0.000309809,2.52E-05,0,1.53E-05,0,0,1.86E-05,5.26E-05,2.54E-05,9.03E-06,5.51E-05,4.34E-05,0.000172829,0.000262905,2.14E-05,2.07E-05,0.000141001,0.000901002,0,1.64E-05,0,0,0.00137281,0.001931751,0.001432376,0.000209942,0,0,0,4.75E-06,2.67E-05,0.000101087,1.55E-05,1.38E-05,0,5.81E-06,0,1.56E-05,4.85E-06,1.29E-05,0,0,6.11E-06,0,6.56E-06,0,7.12E-06,0,0,0,0,0,8.49E-06,0,0,0,6.84E-06,9.25E-05,0,0,0,0,0,0,0,7.62E-06,5.95E-06
OTU_273,0.7359,0.9268,0.826,0.012,No,D_0__Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ulvibacter,uncultured bacterium,OTU_273,0.009124149,5.93E-05,6.53E-05,1.03E-05,0.000193302,0,7.64E-06,0.000137159,0.000405618,6.51E-05,4.38E-05,4.24E-05,8.13E-05,0,2.60E-05,7.56E-05,0.000127697,4.27E-05,5.17E-05,5.64E-05,0.000589117,8.93E-06,4.11E-05,1.08E-05,3.33E-05,2.05E-05,1.80E-05,0,1.54E-05,5.22E-05,0.000276839,0.000492638,0.000669738,0.000112019,0.000281601,0.000139202,0.000160906,0.000166672,0.0001628,0.000242446,0.000119286,4.85E-06,1.94E-05,2.87E-05,1.67E-05,1.22E-05,1.17E-05,0,6.13E-06,0,1.29E-05,1.49E-05,5.38E-05,0.000146443,4.27E-05,6.79E-05,6.84E-05,0.000103492,3.03E-05,2.74E-05,5.20E-05,0.0001243,7.76E-06,9.44E-06,5.73E-05,7.31E-05,3.22E-05,3.09E-05,2.29E-05,0.000113038
OTU_465,0.6809,1,0.825,0.004,No,D_0__Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Pseudofulvibacter,uncultured Flavobacteriaceae bacterium,OTU_465,0.033575632,0.000237366,0.000205339,0.000289155,0.001252259,0.000141688,0.000129849,0.000382602,0.000594278,0.00013947,0.000184128,0.000237503,0.000280021,6.30E-05,0.000121553,0.000453676,0.000923923,0.00051241,0.000310196,4.70E-05,0.00037253,0.000169591,0.000205482,0.000140957,0.00019953,0.000286856,0.000395335,0.000738569,0.000506933,0.001362904,0.001415655,0.001100895,0.001543723,0.000218703,0.000317703,0.000154669,0.000271242,0.00018628,0.000279086,0.000170368,0.000840188,0.000261684,0.000355033,0.000124204,0.000122781,0.000177062,0.000269776,0.000157362,0.000134907,9.26E-05,1.29E-05,2.24E-05,8.37E-05,0.000316009,0.000341273,0.000212134,0.000456128,0.000593717,0.000181975,0.00029422,0.000728214,0.000178344,0,9.44E-06,5.73E-05,0.000105075,0.000115855,0.000100534,0.000137159,0.000142785
OTU_35,0.6768,1,0.823,0.028,No,D_0__Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Formosa,,OTU_35,1.128285216,0.038215956,0.044521187,0.039820724,6.72E-05,0.020615635,0.02660383,0.010987186,0.000264124,0.004267782,0.004594436,0.004800964,0.002962802,0.036587287,0.047744322,0.011363514,0.006715342,0.01211636,0.008489035,0.018847173,0.001273532,0.000714069,0.000641105,0.000585512,0.000831375,0.005071202,0.005795252,0.00458808,0.000675911,0.028601426,0.04380352,0.022731728,0.000194747,0.00360593,0.006086906,0.003583158,0.004436414,0.041981627,0.039636025,0.00959957,0.00150404,0.019039912,0.007739728,0.000453822,0.000346019,0.000518976,0.000322558,0.010326853,0.013006285,0.000648361,0.006609667,0.006391897,0.006182362,5.40E-05,0.001045148,0.001103097,0.001512825,0.000288688,0.037092528,0.025775065,0.006577046,0.000259409,0.00775284,0.006956308,0.047759826,0.000561924,0.001416002,0.001237337,0.001173467,0.000838861
OTU_1028,0.6537,1,0.809,0.044,No,D_0__Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5 marine group,uncultured bacterium,OTU_1028,0.520205507,0.011322367,0.012805675,0.01500506,0.001428752,0.000584464,0.000672161,0.002735968,0.002726132,0.00162715,0.001814978,0.00138261,0.001544632,0.003378378,0.003238522,0.003834646,0.007286221,0.001441153,0.001271804,0.009042883,0.005951814,0.001276398,0.00150413,0.001431251,0.00159624,0.018215347,0.021572715,0.025805152,0.017870676,0.000319533,0.000654347,0.017212171,0.00569515,0.011916637,0.01187055,0.010311245,0.011819711,0.003666775,0.003843247,0.005419006,0.002712459,0.00033922,0.00234322,0.001409238,0.001406399,0.001239437,0.000979403,0.005074911,0.005672237,0.00292831,0.002095433,0.001573734,0.004705531,0.000739924,0.001329541,0.001459482,0.001315169,0.000555589,0.002505186,0.00284641,0.003386774,0.000843079,0.00399671,0.003520628,0.032176322,0.002837028,0.001866548,0.001902405,0.002354555,0.001731267
OTU_96,0.6474,1,0.805,0.003,No,D_0__Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5 marine group,,OTU_96,0.458856541,0.006883619,0.009146911,0.007610963,0.000176493,0.005260175,0.010464326,0.007803646,0.000914999,0.001143654,0.000938177,0.001017872,0.000930392,0.008166383,0.009672154,0.008781879,0.004567033,0.010451027,0.008561414,0.003901036,0.000926993,0.000678365,0.000534254,0.000813211,0.00095331,0.0058703,0.006882424,0.005953313,0.004434385,0.004819073,0.005020857,0.004795681,0.000902484,0.00937755,0.014238884,0.008723313,0.012582867,0.010039511,0.009715681,0.005635243,0.002017488,0.006600244,0.005157667,0.000348727,0.000239981,0.000293069,0.000193535,0.004983116,0.006365169,0.005407755,0.009377708,0.006899072,0.004352765,0.000138736,0.001784572,0.002002546,0.002037372,0.000332264,0.007054556,0.008648708,0.009455226,0.000821462,0.003864779,0.003775473,0.002090208,0.002412159,0.0001416,0.000146934,0.000205738,0.000172532
OTU_1142,0.7318,0.878,0.802,0.005,No,D_0__Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,,,OTU_1142,0.016616767,0.000450996,0.000457346,0.000506021,3.36E-05,0,0,0,0.000226392,0.000251046,0.000245504,0.000313844,0.000334219,0.000252,0.000191012,0.000270045,0.000262905,3.20E-05,3.10E-05,0.000488804,0.000320549,0.000339183,0.000369868,0.000444555,0.000432315,4.10E-05,5.39E-05,8.95E-05,0.000128013,0,0,3.02E-05,1.90E-05,0.000112019,3.61E-05,0.000108268,0.000151712,6.86E-05,0.000139543,0.000203131,0.000103727,0.001240575,0.000464771,0.000181529,0.000156267,0.000183168,0.000158347,4.59E-05,4.29E-05,0.000313493,0,0,0,8.48E-05,3.55E-05,6.79E-05,1.52E-05,3.27E-05,1.82E-05,0.000253166,3.47E-05,2.70E-05,2.33E-05,9.44E-06,7.16E-06,0.000196445,0.000122291,6.96E-05,8.38E-05,5.95E-05
OTU_564,0.9623,0.6585,0.796,0.002,No,D_0__Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Aureispira,,OTU_564,0.024615307,0,0,1.03E-05,0,0.000168255,0.000106935,7.22E-06,0,1.86E-05,1.75E-05,0,2.71E-05,0,1.74E-05,6.48E-05,3.76E-05,1.07E-05,3.10E-05,0.000197402,0,0,0,0,0,0,0,0,0,0.00541249,0.008355512,5.03E-05,9.50E-06,0.00013869,0.000202175,0.000134046,0.000124128,0.00037256,0.000372115,0.000570077,1.56E-05,7.27E-05,1.29E-05,0,0,6.11E-06,0,0,0,0,0.000181087,0.00019392,0,0,7.11E-06,8.49E-06,0,0,0,0,0,0,0,0,0,0,6.44E-06,0,0,2.38E-05
OTU_893,0.7473,0.8293,0.787,0.021,No,D_0__Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,,OTU_893,0.003691575,1.19E-05,1.87E-05,2.07E-05,8.40E-06,0,0,2.17E-05,3.77E-05,0,0,8.48E-06,0,2.36E-05,2.60E-05,6.48E-05,0.00014272,7.47E-05,4.14E-05,1.88E-05,5.20E-05,8.93E-06,1.64E-05,2.17E-05,1.11E-05,0,8.98E-06,0,5.12E-06,0.000208674,0.000144711,0.000120646,0.000251746,1.07E-05,2.17E-05,5.16E-06,1.38E-05,9.80E-05,0.000133729,0.00015071,0.000129659,4.85E-05,0.000103282,4.78E-06,1.12E-05,0,5.86E-06,6.56E-06,6.13E-06,7.12E-06,1.29E-05,7.46E-06,2.99E-05,8.48E-05,1.42E-05,4.24E-05,5.32E-05,1.09E-05,1.82E-05,6.84E-06,1.73E-05,4.32E-05,0,0,0,4.57E-05,6.44E-06,7.73E-06,7.62E-06,1.19E-05
OTU_494,0.8727,0.6585,0.758,0.008,No,D_0__Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,uncultured Bacteroidetes bacterium,uncultured Bacteroidetes bacterium,OTU_494,0.022630306,0.000617152,0.000588016,0.000640271,0,8.86E-06,7.64E-06,0,0,3.72E-05,0.000113984,5.09E-05,2.71E-05,0.002677503,0.003472946,0.002322391,7.51E-06,0,0,0.000300803,0,1.79E-05,1.64E-05,0,1.11E-05,0.000430284,0.000610972,0.000895235,6.14E-05,0,0,2.01E-05,0,5.33E-06,0,5.16E-06,0,0.000607861,0.000686086,6.55E-06,0,0,0,0,0,0,0,0.000563879,0.000410854,9.26E-05,0,0,0,0,0,0,0,0,6.07E-06,0.000130004,8.09E-05,0,0,0,3.58E-05,0,1.93E-05,0,2.29E-05,5.95E-06
OTU_1127,0.7274,0.7561,0.742,0.039,No,D_0__Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured,uncultured marine bacterium,OTU_1127,0.003714539,3.56E-05,0,0,8.40E-06,0.000132833,0.000137487,0.000151597,0.000377319,0,0,0,0,1.58E-05,3.47E-05,9.72E-05,0.000353044,1.07E-05,5.17E-05,9.40E-06,8.66E-06,0,0,0,0,1.02E-05,8.98E-06,2.24E-05,9.22E-05,3.91E-05,5.66E-05,0.000105565,0.000132998,1.07E-05,1.44E-05,2.06E-05,1.84E-05,9.80E-06,1.74E-05,1.97E-05,1.04E-05,4.85E-06,3.87E-05,0,0,0,0,3.28E-05,2.45E-05,4.27E-05,6.47E-06,0,1.79E-05,3.85E-05,7.11E-06,0,0,5.45E-06,0,1.37E-05,0.000104031,0.000145918,0,0,7.16E-06,9.14E-06,1.29E-05,0,7.62E-06,2.97E-05
OTU_722,0.8765,0.6098,0.731,0.004,No,D_0__Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter,Ambiguous_taxa,OTU_722,0.001741413,0,0,0,8.40E-06,5.31E-05,1.53E-05,2.89E-05,8.49E-05,9.30E-06,8.77E-06,0,9.03E-06,0,1.74E-05,0,0.000180278,0,2.07E-05,0,7.80E-05,2.68E-05,2.47E-05,4.34E-05,2.22E-05,0,0,0,1.02E-05,0,6.92E-05,0,1.90E-05,0,0.000231057,0,4.60E-06,2.94E-05,4.07E-05,6.55E-06,5.19E-05,0,6.46E-06,0,2.79E-05,0,0,0,1.84E-05,0,0,0,0,0,0,0,1.52E-05,0,0,6.84E-06,0,5.40E-06,0,0,0,0,6.44E-06,0,1.52E-05,5.95E-06
OTU_233,0.9979,1,0.999,0.001,Yes,D_0__Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Chitinophagales,uncultured,uncultured Bacteroidetes bacterium,uncultured Bacteroidetes bacterium,OTU_233,0.059100846,1.19E-05,4.67E-05,3.10E-05,1.68E-05,0,0,0,0,0,0,0,1.81E-05,0,0,1.08E-05,0,0,1.03E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109873,7.81E-05,4.88E-05,9.97E-05,0.009002393,0.00839491,0.003377175,0.002134237,0.002722337,0.000107623,7.71E-06,0.000319943,0.000305473,0.000577762,0.000108939,0.011148989,0.00123162,0.000260077,2.16E-05,0.000279382,0.000207651,2.86E-05,2.74E-05,6.44E-06,7.73E-06,7.62E-06,1.19E-05
OTU_328,0.8872,0.963,0.924,0.049,Yes,D_0__Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,,,OTU_328,0.05694053,0.00070023,0.000700019,0.00071256,0,0,7.64E-06,0,0,8.37E-05,0.000157824,0.000169645,9.03E-05,3.94E-05,6.95E-05,5.40E-05,3.76E-05,5.34E-05,5.17E-05,0.000658006,6.93E-05,1.79E-05,4.93E-05,3.25E-05,2.22E-05,4.10E-05,0.000134773,0.000134285,1.54E-05,0,0,2.01E-05,0,2.67E-05,3.61E-05,1.03E-05,2.30E-05,5.88E-05,9.88E-05,6.55E-06,2.59E-05,0.001211499,0.000735887,4.30E-05,3.91E-05,3.66E-05,3.52E-05,0.000249156,0.000325004,0.00022087,0.000355706,0.000372923,0.000155456,1.54E-05,7.11E-06,6.79E-05,4.56E-05,1.63E-05,0.000297225,0.000520017,0.00010981,0,0.017453592,0.012317479,9.31E-05,3.20E-05,2.57E-05,3.87E-05,3.05E-05,2.97E-05
OTU_221,0.8336,1,0.913,0.002,Yes,D_0__Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Formosa,uncultured marine bacterium,OTU_221,0.124568657,0.000130551,0.000112003,0.000123923,0,0.0045783,0.002849046,7.22E-06,0,0.00051139,0.000552384,0.000568312,0.000415515,0.000259875,0.000494895,0.000194433,7.51E-06,0.001281025,0.001251124,2.82E-05,0,9.82E-05,0.000106851,7.59E-05,0.000144105,9.22E-05,8.98E-05,4.48E-05,5.12E-06,0.001075977,0.000868269,3.52E-05,4.75E-06,0.000106684,0.000122749,7.73E-05,0.000165504,0.000225497,0.000255829,6.55E-06,0,0.002534455,0.000490592,0.000659237,0.000675295,0.000421287,0.000310829,0.00236698,0.002796259,0.000698234,0.012313901,0.01101614,0.001745889,7.71E-06,0.001052257,0.00093339,0.001490018,0.000141621,0.006490434,0.00305168,0.000722435,1.62E-05,0.008660831,0.009221592,0.000651401,3.65E-05,0.000148037,0.000116,0.000144778,7.14E-05
OTU_1171,0.8306,1,0.911,0.001,Yes,D_0__Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5 marine group,Ambiguous_taxa,OTU_1171,0.038564343,0.000569679,0.000653351,0.000898445,8.40E-06,0.00138146,0.001130453,7.22E-06,3.77E-05,5.58E-05,1.75E-05,8.48E-06,9.03E-06,7.88E-06,8.68E-06,0,0,0.000213504,0.000227477,0,0,0,8.22E-06,0,0,8.20E-05,4.49E-05,8.95E-05,6.14E-05,2.61E-05,2.52E-05,0,0,6.40E-05,2.89E-05,3.61E-05,5.52E-05,0,2.91E-05,0,5.19E-06,0.000508829,0,0.000143312,0.000184171,8.55E-05,8.80E-05,0.001691637,0.001790587,0.002230075,0.000633804,0.000656344,0.000197309,3.08E-05,0.000540348,0.000509122,0.000380107,0.000108939,0.002141237,0.000656864,0.000728214,4.86E-05,0.003057677,0.002255845,0.001367225,0.000223856,0.000115855,0.000116,0.000167638,0.000160633
OTU_12,0.9234,0.8889,0.906,0.012,Yes,D_0__Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS2b marine group,,OTU_12,0.055504396,0,1.87E-05,1.03E-05,0.008664958,8.86E-06,0,7.22E-06,0.001339484,7.44E-05,2.63E-05,1.70E-05,0.00052391,1.58E-05,8.68E-06,0,3.00E-05,1.07E-05,0,0,1.73E-05,0.000133888,0.000147947,0.000140957,0.00013302,0,8.98E-06,0,5.63E-05,6.52E-06,6.29E-06,0,6.17E-05,2.13E-05,5.78E-05,1.03E-05,0.000262047,0,5.81E-06,0,0.000140031,0,1.29E-05,2.87E-05,3.35E-05,3.66E-05,0.000117294,0,0,7.12E-06,6.47E-06,7.46E-06,5.98E-06,0.009364667,4.98E-05,0.000101824,9.12E-05,0.006721536,6.07E-06,6.84E-06,5.78E-06,0.00886314,7.76E-06,0,2.15E-05,4.57E-06,2.57E-05,0.0001392,0.000106679,0.000559241
OTU_1096,1,0.7778,0.882,0.001,Yes,D_0__Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4 marine group,,OTU_1096,0.007017323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00019586,0.000184171,0.00020759,0.000140753,3.28E-05,1.84E-05,2.14E-05,7.11E-05,7.46E-05,0.000161435,0,0.000782083,0.000806109,0.000684192,0.00039218,4.25E-05,0,0,0,0.000380269,0.000490811,0,0,4.51E-05,3.09E-05,3.81E-05,4.16E-05
OTU_917,0.8864,0.8519,0.869,0.001,Yes,D_0__Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Marinoscillum,Ambiguous_taxa,OTU_917,0.0683601,0,1.87E-05,2.07E-05,2.52E-05,0,0,7.22E-06,0.000245258,0.001236634,0.001288897,0.001357163,0.000993623,0,0,0,0.000195301,0,0,0,8.66E-06,5.36E-05,3.29E-05,5.42E-05,4.43E-05,0,8.98E-06,0,0.000143375,0,0,1.51E-05,0.000123498,0.000384063,0.000592083,0.000350582,0.000399967,0,0,4.59E-05,6.22E-05,0,0,0.002971342,0.002885351,0.002668148,0.002117153,4.59E-05,0.000134907,0.001567465,0,0,0.001363229,0.001179254,0.004237469,0.003767501,0.003208101,0.001612297,6.07E-06,6.84E-06,0.000260077,0.000167535,0,0,0.000672875,0.001608106,0.002265603,0.002188539,0.002438374,0.002088229
OTU_379,0.7943,0.9259,0.858,0.001,Yes,D_0__Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5 marine group,,OTU_379,0.008103012,0,0,0,0.000495861,0,0,0,7.55E-05,1.86E-05,1.75E-05,2.54E-05,6.32E-05,0,0,0,7.51E-06,0,0,0,4.33E-05,8.03E-05,0.000106851,0.000108428,9.98E-05,0,0,0,3.07E-05,0,0,0,7.60E-05,0.000154692,0.000144411,9.80E-05,0.000151712,0,0,6.55E-06,0.000129659,0,0,0.000162421,0.000189752,0.000195379,0.000175941,1.31E-05,3.07E-05,3.56E-05,0.000278098,0.00019392,0.000406577,0.000339132,5.69E-05,5.94E-05,2.28E-05,0.000484778,2.43E-05,0,0,0.000605288,0.000100888,8.49E-05,7.16E-06,4.57E-06,2.57E-05,2.32E-05,5.33E-05,8.33E-05
OTU_309,0.7719,0.9259,0.845,0.001,Yes,D_0__Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,,OTU_309,0.019579967,3.56E-05,2.80E-05,2.07E-05,0.000756398,0,0,7.22E-06,8.49E-05,0.00032543,0.000420864,0.000424113,0.000469713,0,0,0,3.76E-05,0,0,0,0.000164606,0,3.29E-05,0,1.11E-05,0,0,4.48E-05,0.000363558,0,0,5.03E-06,0.000170997,0.000181363,0.000397129,0.000206225,0.000372383,0,0,0,0.000140031,0,6.46E-06,0.000382166,0.000390666,0.000232013,0.000175941,0,1.84E-05,0.000128247,2.59E-05,1.49E-05,0.000346786,0.000454745,0.000433701,0.000254561,0.000387709,0.001884645,1.21E-05,2.05E-05,0.000352548,0.00045937,0,1.89E-05,8.59E-05,0.000886286,0.000347564,0.000371201,0.000487675,0.000630633
OTU_799,1,0.7037,0.839,0.001,Yes,D_0__Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4 marine group,,OTU_799,0.011108868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87E-05,3.35E-05,6.72E-05,3.52E-05,0,0,7.12E-06,0.000750217,0.000850264,1.20E-05,0,0.000241735,0.000296988,0.000258473,3.27E-05,6.07E-06,0,0,0,0.002460111,0.002425741,0,0,6.44E-05,4.64E-05,3.05E-05,1.78E-05
OTU_1056,1,0.7037,0.839,0.001,Yes,D_0__Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12 marine group,Ambiguous_taxa,Ambiguous_taxa,OTU_1056,0.019592117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.78E-06,1.12E-05,1.83E-05,1.76E-05,0,0,0,0.003375975,0.002767087,1.79E-05,0,7.11E-06,8.49E-06,2.28E-05,0,0.000254765,0,0,0,0.003593158,0.003246906,8.59E-05,4.57E-06,2.57E-05,3.09E-05,7.62E-06,1.78E-05
OTU_1374,0.9985,0.7037,0.838,0.001,Yes,D_0__Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,,OTU_1374,0.003270077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.12E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87E-05,4.46E-05,3.05E-05,1.76E-05,6.56E-06,0,1.42E-05,0,0,0.000316891,1.54E-05,3.55E-05,1.70E-05,3.04E-05,4.90E-05,6.07E-06,0,0,0,0.00013193,0.000103825,0.000443811,0.000945676,0,0,7.62E-06,5.95E-06
OTU_135,0.6662,1,0.816,0.006,Yes,D_0__Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,,,OTU_135,0.45522017,0.000676494,0.000868023,0.000774521,0.002596966,0,3.82E-05,1.44E-05,0.001188556,0.010302185,0.012389194,0.01316448,0.009005835,0.001606502,0.00194485,0.002279184,0.00594165,1.07E-05,0,0.004718843,0.004132482,0.007899388,0.008967246,0.007655025,0.006462555,0.000389304,0.000395335,0.000872854,0.003251541,0,6.29E-06,0.000683661,0.003918681,0.003877974,0.005061591,0.004315256,0.005397254,0.001009834,0.000982615,0.000511103,0.002769508,1.45E-05,0.001097376,0.014818495,0.01241203,0.011411371,0.008538988,0.000950726,0.001269355,0.005714123,0.000303967,0.000335631,0.003695067,0.002412462,0.012776395,0.012736529,0.013835885,0.008094167,0.000612648,0.001717425,0.00387225,0.001567263,6.98E-05,0.00014158,0.000157481,0.003015199,0.013509947,0.014074704,0.014790262,0.014076211
OTU_1058,0.8525,0.7778,0.814,0.001,Yes,D_0__Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,NS7 marine group,uncultured bacterium,uncultured bacterium,OTU_1058,0.006415684,0,0,0,3.36E-05,0,0,2.89E-05,4.72E-05,9.30E-06,4.38E-05,2.54E-05,9.03E-06,0,0,1.08E-05,0,0,0,0,0,3.57E-05,6.58E-05,6.51E-05,9.98E-05,0,0,0,2.05E-05,0,0,0,0,0.00010135,0.000158852,8.25E-05,0.000110336,0,0,0,0,0,0,7.17E-05,8.93E-05,0.000116006,6.45E-05,0,6.13E-06,3.56E-05,4.53E-05,5.22E-05,0.00090284,6.94E-05,0.000177746,0.000169707,0.000228064,7.08E-05,0,0,1.16E-05,1.08E-05,0,0,2.15E-05,0,0.000263891,0.000355734,0.000335276,0.00038076
OTU_654,0.6985,0.9259,0.804,0.046,Yes,D_0__Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,,,OTU_654,0.019715445,1.19E-05,0,0,8.40E-06,2.66E-05,2.29E-05,0,0,1.86E-05,7.01E-05,4.24E-05,9.03E-06,0.00014175,7.81E-05,9.72E-05,0,0.001195623,0.000889229,9.40E-06,0,0.000124962,9.86E-05,6.51E-05,0.00011085,6.15E-05,4.49E-05,8.95E-05,0,6.52E-05,8.18E-05,0,0,1.60E-05,2.17E-05,2.58E-05,4.60E-06,0.000147063,0.000220943,0,0,0.001095195,0.000497047,4.30E-05,4.46E-05,1.83E-05,2.93E-05,0.000583549,0.000729726,9.26E-05,3.23E-05,9.70E-05,5.38E-05,0,0.000270174,0.000254561,0.000349698,4.36E-05,0.00139514,0.003311689,0.000260077,0,2.33E-05,2.83E-05,1.43E-05,1.83E-05,0.000128727,0.000154667,0.000121919,0.000113038
OTU_129,0.6359,1,0.797,0.025,Yes,D_0__Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Ambiguous_taxa,OTU_129,0.009182035,3.56E-05,9.33E-06,1.03E-05,6.72E-05,1.77E-05,5.35E-05,8.66E-05,0.000377319,1.86E-05,2.63E-05,4.24E-05,9.03E-06,0,1.74E-05,1.08E-05,3.76E-05,0.000427008,0.000372235,0.000300803,0.000389857,8.93E-06,0,0,0,1.02E-05,5.39E-05,6.71E-05,3.58E-05,3.26E-05,1.89E-05,1.51E-05,3.80E-05,6.93E-05,2.89E-05,2.58E-05,4.60E-06,0,2.33E-05,0,0,0.000111458,0.000129103,8.60E-05,8.93E-05,6.11E-05,4.11E-05,1.31E-05,2.45E-05,7.12E-06,0.000226358,0.000275963,0.000346786,0.0004085,0.000191966,0.000161222,0.000273677,0.000359499,4.25E-05,8.90E-05,3.47E-05,5.94E-05,4.66E-05,3.78E-05,0.00012169,0.00030152,1.29E-05,7.73E-06,1.52E-05,1.78E-05
